Id;URI;Thesaurus;Instrument Family;Instrument Group;Instrument;Synonyms;URI Wikipedia;Remarks
LEXICON_00005855;http://www.mimo-db.eu/InstrumentsKeywords/5855;;;;Prasarani vina;;;
LEXICON_00006036;http://www.mimo-db.eu/InstrumentsKeywords/6036;;;;Kacapi;;http://en.wikipedia.org/wiki/Kacapi;
LEXICON_00006264;http://www.mimo-db.eu/InstrumentsKeywords/6264;;;;Bharata vina;;;
LEXICON_00006265;http://www.mimo-db.eu/InstrumentsKeywords/6265;;;;Dambura;;http://en.wikipedia.org/wiki/Dambura;A vérifier
LEXICON_00006298;http://www.mimo-db.eu/InstrumentsKeywords/6298;;;;Kaca vina;;;
LEXICON_00006299;http://www.mimo-db.eu/InstrumentsKeywords/6299;;;;Kachva sitar;Kacchapi vina;;
LEXICON_00006353;http://www.mimo-db.eu/InstrumentsKeywords/6353;;;;Torbane;;;
LEXICON_00006524;http://www.mimo-db.eu/InstrumentsKeywords/6524;;;;Qinqin;;http://en.wikipedia.org/wiki/Qinqin;
LEXICON_00006715;http://www.mimo-db.eu/InstrumentsKeywords/6715;;;;Domra;;http://en.wikipedia.org/wiki/Domra;
LEXICON_00006716;http://www.mimo-db.eu/InstrumentsKeywords/6716;;;;Panôtar;;;
LEXICON_00006801;http://www.mimo-db.eu/InstrumentsKeywords/6801;;;;Jungga;;;
LEXICON_00003486;http://www.mimo-db.eu/InstrumentsKeywords/3486;;;Lyres;;;;
LEXICON_00003487;http://www.mimo-db.eu/InstrumentsKeywords/3487;;;;Barbiton;Barbitos;http://en.wikipedia.org/wiki/Barbiton;
LEXICON_00003489;http://www.mimo-db.eu/InstrumentsKeywords/3489;;;;Beganna;"Bagana;Bagannah;Begana;Begena";http://en.wikipedia.org/wiki/Begena;A vérifier
LEXICON_00003493;http://www.mimo-db.eu/InstrumentsKeywords/3493;;;;Bowl lyre;;;
LEXICON_00003494;http://www.mimo-db.eu/InstrumentsKeywords/3494;;;;Chirawatta;;;
LEXICON_00003495;http://www.mimo-db.eu/InstrumentsKeywords/3495;;;;Crwth;;http://en.wikipedia.org/wiki/Crwth;
LEXICON_00003496;http://www.mimo-db.eu/InstrumentsKeywords/3496;;;;Kissar;;http://en.wikipedia.org/wiki/Kissar;
LEXICON_00003497;http://www.mimo-db.eu/InstrumentsKeywords/3497;;;;Krar;;http://en.wikipedia.org/wiki/Krar;
LEXICON_00003498;http://www.mimo-db.eu/InstrumentsKeywords/3498;;;;Kudu;"Bahu;Baku";;
LEXICON_00003501;http://www.mimo-db.eu/InstrumentsKeywords/3501;;;;Lyre;;http://en.wikipedia.org/wiki/Lyres;
LEXICON_00003502;http://www.mimo-db.eu/InstrumentsKeywords/3502;;;;Ndongo;"Endongo;Etongoli;Ntongoli";http://en.wikipedia.org/wiki/Endongo;
LEXICON_00003505;http://www.mimo-db.eu/InstrumentsKeywords/3505;;;;Phorminx;;http://en.wikipedia.org/wiki/Phorminx;
LEXICON_00004940;http://www.mimo-db.eu/InstrumentsKeywords/4940;;;;Kithara;;http://en.wikipedia.org/wiki/Kithara;
LEXICON_00005154;http://www.mimo-db.eu/InstrumentsKeywords/5154;;;;Benebene;;;
LEXICON_00005349;http://www.mimo-db.eu/InstrumentsKeywords/5349;;;;Semsemiya;;http://en.wikipedia.org/wiki/Semsemia;A vérifier
LEXICON_00006146;http://www.mimo-db.eu/InstrumentsKeywords/6146;;;;Masonquo;;;
LEXICON_00006759;http://www.mimo-db.eu/InstrumentsKeywords/6759;;;;Kisir;Taar;;
LEXICON_00003509;http://www.mimo-db.eu/InstrumentsKeywords/3509;;;Mandolins;;;;
LEXICON_00003510;http://www.mimo-db.eu/InstrumentsKeywords/3510;;;;Mandolin;;http://en.wikipedia.org/wiki/Mandolin;
LEXICON_00003511;http://www.mimo-db.eu/InstrumentsKeywords/3511;;;;Mandoloncello;;http://en.wikipedia.org/wiki/Mandoloncello;
LEXICON_00003512;http://www.mimo-db.eu/InstrumentsKeywords/3512;;;;Mandore;Pandurina;http://en.wikipedia.org/wiki/Mandore_(instrument);
LEXICON_00003514;http://www.mimo-db.eu/InstrumentsKeywords/3514;;;;Milanese mandolin;;;
LEXICON_00003515;http://www.mimo-db.eu/InstrumentsKeywords/3515;;;;Neapolitan mandolin;;;
LEXICON_00004762;http://www.mimo-db.eu/InstrumentsKeywords/4762;;;;Bandolim;Bandolin;http://en.wikipedia.org/wiki/Bandolin;
LEXICON_00006537;http://www.mimo-db.eu/InstrumentsKeywords/6537;;;;Double mandolin;;;
LEXICON_00003516;http://www.mimo-db.eu/InstrumentsKeywords/3516;;;Monochords;;;;
LEXICON_00003517;http://www.mimo-db.eu/InstrumentsKeywords/3517;;;;Gopiyantra;;;
LEXICON_00003518;http://www.mimo-db.eu/InstrumentsKeywords/3518;;;;Monochord;;http://en.wikipedia.org/wiki/Monochord;
LEXICON_00003519;http://www.mimo-db.eu/InstrumentsKeywords/3519;;;;Trumpet marine;;http://en.wikipedia.org/wiki/Trumpet_marine;
LEXICON_00004847;http://www.mimo-db.eu/InstrumentsKeywords/4847;;;;Anandalahari;;;
LEXICON_00004935;http://www.mimo-db.eu/InstrumentsKeywords/4935;;;;Gubgubi;;http://en.wikipedia.org/wiki/Gubguba;A vérifier
LEXICON_00005148;http://www.mimo-db.eu/InstrumentsKeywords/5148;;;;Babatoni;;;
LEXICON_00003521;http://www.mimo-db.eu/InstrumentsKeywords/3521;;;Musical bows;;;;
LEXICON_00003522;http://www.mimo-db.eu/InstrumentsKeywords/3522;;;;Adungu;;http://en.wikipedia.org/wiki/Adungu;
LEXICON_00003523;http://www.mimo-db.eu/InstrumentsKeywords/3523;;;;Bagili;;;
LEXICON_00003524;http://www.mimo-db.eu/InstrumentsKeywords/3524;;;;Bazombe;;;
LEXICON_00003525;http://www.mimo-db.eu/InstrumentsKeywords/3525;;;;Berimbau;Urucungu;http://en.wikipedia.org/wiki/Berimbau;
LEXICON_00003527;http://www.mimo-db.eu/InstrumentsKeywords/3527;;;;Chipendani;;;
LEXICON_00003528;http://www.mimo-db.eu/InstrumentsKeywords/3528;;;;Chitende;;;
LEXICON_00003529;http://www.mimo-db.eu/InstrumentsKeywords/3529;;;;Gora;Goura;http://en.wikipedia.org/wiki/Goura_(musical_instrument);
LEXICON_00003531;http://www.mimo-db.eu/InstrumentsKeywords/3531;;;;Guru;Bombo;;
LEXICON_00003533;http://www.mimo-db.eu/InstrumentsKeywords/3533;;;;Kalumbu;;http://en.wikipedia.org/wiki/Kalumbu;
LEXICON_00003534;http://www.mimo-db.eu/InstrumentsKeywords/3534;;;;Lukombe;Lokombi;;
LEXICON_00003536;http://www.mimo-db.eu/InstrumentsKeywords/3536;;;;Lusuba;;;
LEXICON_00003537;http://www.mimo-db.eu/InstrumentsKeywords/3537;;;;Mouth bow;;http://en.wikipedia.org/wiki/Mouth_bow;A vérifier
LEXICON_00003538;http://www.mimo-db.eu/InstrumentsKeywords/3538;;;;Musical bow;;http://en.wikipedia.org/wiki/Musical_bow;
LEXICON_00003539;http://www.mimo-db.eu/InstrumentsKeywords/3539;;;;Ndaludali;;;
LEXICON_00003540;http://www.mimo-db.eu/InstrumentsKeywords/3540;;;;Ndjembo;;;
LEXICON_00003541;http://www.mimo-db.eu/InstrumentsKeywords/3541;;;;Nsambi;;;
LEXICON_00003542;http://www.mimo-db.eu/InstrumentsKeywords/3542;;;;Pinak;"Pinaka;Pinaki";;
LEXICON_00003545;http://www.mimo-db.eu/InstrumentsKeywords/3545;;;;Pluriarc;;;
LEXICON_00003546;http://www.mimo-db.eu/InstrumentsKeywords/3546;;;;Ugubhu;"Inkohlisa;Ugubo;Ugubu;Ugumbu";;
LEXICON_00003551;http://www.mimo-db.eu/InstrumentsKeywords/3551;;;;Umakhweyana;;;
LEXICON_00003552;http://www.mimo-db.eu/InstrumentsKeywords/3552;;;;Wambee;;;
LEXICON_00003553;http://www.mimo-db.eu/InstrumentsKeywords/3553;;;;Xizambi;Zambi;;
LEXICON_00005280;http://www.mimo-db.eu/InstrumentsKeywords/5280;;;;Lesiba;;http://en.wikipedia.org/wiki/Lesiba;
LEXICON_00005355;http://www.mimo-db.eu/InstrumentsKeywords/5355;;;;Sitolotolo;;;
LEXICON_00006315;http://www.mimo-db.eu/InstrumentsKeywords/6315;;;;Pagolo;Pangolo;;
LEXICON_00003555;http://www.mimo-db.eu/InstrumentsKeywords/3555;;;Others;;;;
LEXICON_00003556;http://www.mimo-db.eu/InstrumentsKeywords/3556;;;;Fonic;;;
LEXICON_00003557;http://www.mimo-db.eu/InstrumentsKeywords/3557;;;;Khuur;;;
LEXICON_00003558;http://www.mimo-db.eu/InstrumentsKeywords/3558;;;Violas;;;;
LEXICON_00003559;http://www.mimo-db.eu/InstrumentsKeywords/3559;;;;Tenor violin;;http://en.wikipedia.org/wiki/Tenor_violin;
LEXICON_00003561;http://www.mimo-db.eu/InstrumentsKeywords/3561;;;;Viola;Bratche;http://en.wikipedia.org/wiki/Violas;
LEXICON_00003563;http://www.mimo-db.eu/InstrumentsKeywords/3563;;;;Violalin;;;
LEXICON_00004967;http://www.mimo-db.eu/InstrumentsKeywords/4967;;;;Tenor viola;;http://en.wikipedia.org/wiki/Tenor_viola;A vérifier
LEXICON_00003564;http://www.mimo-db.eu/InstrumentsKeywords/3564;;;Violins;;;;
LEXICON_00003565;http://www.mimo-db.eu/InstrumentsKeywords/3565;;;;Bass violin;Basse de violon;http://en.wikipedia.org/wiki/Bass_violin;
LEXICON_00003566;http://www.mimo-db.eu/InstrumentsKeywords/3566;;;;Cane violin;Walking-stick violin;;
LEXICON_00003568;http://www.mimo-db.eu/InstrumentsKeywords/3568;;;;Electric violin;;http://en.wikipedia.org/wiki/Electric_violin;
LEXICON_00003569;http://www.mimo-db.eu/InstrumentsKeywords/3569;;;;Experimental violin;;;
LEXICON_00003570;http://www.mimo-db.eu/InstrumentsKeywords/3570;;;;Irregular violin;;;
LEXICON_00003571;http://www.mimo-db.eu/InstrumentsKeywords/3571;;;;Kit;;;
LEXICON_00003572;http://www.mimo-db.eu/InstrumentsKeywords/3572;;;;Viola arpa;;;
LEXICON_00003573;http://www.mimo-db.eu/InstrumentsKeywords/3573;;;;Violin;;http://en.wikipedia.org/wiki/Violins;
LEXICON_00003574;http://www.mimo-db.eu/InstrumentsKeywords/3574;;;;Violin d'amore;;;
LEXICON_00004959;http://www.mimo-db.eu/InstrumentsKeywords/4959;;;;Pochette d'amour;;;
LEXICON_00006722;http://www.mimo-db.eu/InstrumentsKeywords/6722;;;;Violino piccolo;;http://en.wikipedia.org/wiki/Violino_piccolo;
LEXICON_00003575;http://www.mimo-db.eu/InstrumentsKeywords/3575;;;Violoncellos;;Cellos;;
LEXICON_00003576;http://www.mimo-db.eu/InstrumentsKeywords/3576;;;;Arpeggione;;http://en.wikipedia.org/wiki/Arpeggione;
LEXICON_00003577;http://www.mimo-db.eu/InstrumentsKeywords/3577;;;;Gardon;;;
LEXICON_00003578;http://www.mimo-db.eu/InstrumentsKeywords/3578;;;;Tenor new violin;Tenor violin;http://en.wikipedia.org/wiki/Tenor_violin;
LEXICON_00003580;http://www.mimo-db.eu/InstrumentsKeywords/3580;;;;Viola pomposa;Violino pomposa;http://en.wikipedia.org/wiki/Viola_pomposa;
LEXICON_00003582;http://www.mimo-db.eu/InstrumentsKeywords/3582;;;;Violoncello;Cello;http://en.wikipedia.org/wiki/Violoncello;
LEXICON_00005960;http://www.mimo-db.eu/InstrumentsKeywords/5960;;;;Controviolino;;;
LEXICON_00006538;http://www.mimo-db.eu/InstrumentsKeywords/6538;;;;Violoncello piccolo;;;
LEXICON_00003584;http://www.mimo-db.eu/InstrumentsKeywords/3584;;;Viols;;;;
LEXICON_00003585;http://www.mimo-db.eu/InstrumentsKeywords/3585;;;;Baryton;;http://en.wikipedia.org/wiki/Baryton;
LEXICON_00003586;http://www.mimo-db.eu/InstrumentsKeywords/3586;;;;High treble viol;;;
LEXICON_00003588;http://www.mimo-db.eu/InstrumentsKeywords/3588;;;;Quinton;;;
LEXICON_00003589;http://www.mimo-db.eu/InstrumentsKeywords/3589;;;;Sultana;Cither-viol;;
LEXICON_00003591;http://www.mimo-db.eu/InstrumentsKeywords/3591;;;;Tenor viol;Viole tenor;;
LEXICON_00003594;http://www.mimo-db.eu/InstrumentsKeywords/3594;;;;Treble viol;;;
LEXICON_00003597;http://www.mimo-db.eu/InstrumentsKeywords/3597;;;;Viol;;http://en.wikipedia.org/wiki/Viol;
LEXICON_00003598;http://www.mimo-db.eu/InstrumentsKeywords/3598;;;;Double bass viol;;;
LEXICON_00003601;http://www.mimo-db.eu/InstrumentsKeywords/3601;;;;Viola alta;;;
LEXICON_00003602;http://www.mimo-db.eu/InstrumentsKeywords/3602;;;;Viola bastarda;Lyraviol;http://en.wikipedia.org/wiki/Viola_bastarda;
LEXICON_00003604;http://www.mimo-db.eu/InstrumentsKeywords/3604;;;;Viola da gamba;Bass viol;http://en.wikipedia.org/wiki/Viola_da_gamba;A vérifier
LEXICON_00003608;http://www.mimo-db.eu/InstrumentsKeywords/3608;;;;Viola d'amore;;http://en.wikipedia.org/wiki/Viola_d%27amore;
LEXICON_00003609;http://www.mimo-db.eu/InstrumentsKeywords/3609;;;;Violone;;http://en.wikipedia.org/wiki/Violone;
LEXICON_00005717;http://www.mimo-db.eu/InstrumentsKeywords/5717;;;;English violet;Violetta all inglese;;
LEXICON_00003610;http://www.mimo-db.eu/InstrumentsKeywords/3610;;;Zithers;;;http://en.wikipedia.org/wiki/Zither;
LEXICON_00003612;http://www.mimo-db.eu/InstrumentsKeywords/3612;;;;Aeolian harp;;http://en.wikipedia.org/wiki/Aeolian_harp;
LEXICON_00003613;http://www.mimo-db.eu/InstrumentsKeywords/3613;;;;Appalachian dulcimer;;http://en.wikipedia.org/wiki/Appalachian_dulcimer;
LEXICON_00003614;http://www.mimo-db.eu/InstrumentsKeywords/3614;;;;Armandine;;;
LEXICON_00003615;http://www.mimo-db.eu/InstrumentsKeywords/3615;;;;Arpanetta;;http://en.wikipedia.org/wiki/Arpanetta;A vérifier
LEXICON_00003616;http://www.mimo-db.eu/InstrumentsKeywords/3616;;;;Autoharp;Akkordzither;http://en.wikipedia.org/wiki/Autoharp;
LEXICON_00003617;http://www.mimo-db.eu/InstrumentsKeywords/3617;;;;Bandura;Bandoura;http://en.wikipedia.org/wiki/Bandura;
LEXICON_00003619;http://www.mimo-db.eu/InstrumentsKeywords/3619;;;;Bangwe;"Bango;Ndyele;Pango;Pangwe";;
LEXICON_00003624;http://www.mimo-db.eu/InstrumentsKeywords/3624;;;;Bell harp;Schwungzither;;
LEXICON_00003626;http://www.mimo-db.eu/InstrumentsKeywords/3626;;;;Bin;Rudra vina;http://en.wikipedia.org/wiki/Rudra_vina;A vérifier
LEXICON_00003628;http://www.mimo-db.eu/InstrumentsKeywords/3628;;;;Board zither;;http://en.wikipedia.org/wiki/Board_zither;A vérifier
LEXICON_00003629;http://www.mimo-db.eu/InstrumentsKeywords/3629;;;;Bokongo;;;
LEXICON_00003630;http://www.mimo-db.eu/InstrumentsKeywords/3630;;;;Bûche des Flandres;;;
LEXICON_00003631;http://www.mimo-db.eu/InstrumentsKeywords/3631;;;;Bumbass;;http://en.wikipedia.org/wiki/Bumbass;A vérifier
LEXICON_00003633;http://www.mimo-db.eu/InstrumentsKeywords/3633;;;;Cimbalom;"Cimbalum;Cymbalum";http://en.wikipedia.org/wiki/Cimbalom;
LEXICON_00003635;http://www.mimo-db.eu/InstrumentsKeywords/3635;;;;Dan bau;"Cai dan buau;Dan hoc huyen";http://en.wikipedia.org/wiki/Dan_bau;
LEXICON_00003638;http://www.mimo-db.eu/InstrumentsKeywords/3638;;;;Dan tranh;"Cai dan thap luc;Dan thap luc";http://en.wikipedia.org/wiki/Dan_tranh;
LEXICON_00003642;http://www.mimo-db.eu/InstrumentsKeywords/3642;;;;Double psaltery;;;
LEXICON_00003643;http://www.mimo-db.eu/InstrumentsKeywords/3643;;;;Double zither;;;
LEXICON_00003644;http://www.mimo-db.eu/InstrumentsKeywords/3644;;;;Dulcimer;;http://en.wikipedia.org/wiki/Dulcimer;A vérifier
LEXICON_00003645;http://www.mimo-db.eu/InstrumentsKeywords/3645;;;;Dunde;;;
LEXICON_00003646;http://www.mimo-db.eu/InstrumentsKeywords/3646;;;;Ekatantri vina;Ekatantrika vina;;
LEXICON_00003648;http://www.mimo-db.eu/InstrumentsKeywords/3648;;;;Enanga;;http://en.wikipedia.org/wiki/Enanga;
LEXICON_00003649;http://www.mimo-db.eu/InstrumentsKeywords/3649;;;;Epinette des Vosges;;http://en.wikipedia.org/wiki/Epinette_des_Vosges;
LEXICON_00003650;http://www.mimo-db.eu/InstrumentsKeywords/3650;;;;Fenghuangqin;Daznengqin;;
LEXICON_00003652;http://www.mimo-db.eu/InstrumentsKeywords/3652;;;;Daznengqin;"Humle;Hummel";http://en.wikipedia.org/wiki/Hummel_(instrument);A vérifier
LEXICON_00003654;http://www.mimo-db.eu/InstrumentsKeywords/3654;;;;Ikidi;Ngyela;;
LEXICON_00003656;http://www.mimo-db.eu/InstrumentsKeywords/3656;;;;Inanga;Nanga;http://en.wikipedia.org/wiki/Nanga_(instrument);A vérifier
LEXICON_00003658;http://www.mimo-db.eu/InstrumentsKeywords/3658;;;;Kacapi;;http://en.wikipedia.org/wiki/Kacapi;
LEXICON_00003659;http://www.mimo-db.eu/InstrumentsKeywords/3659;;;;Kani;;;
LEXICON_00003660;http://www.mimo-db.eu/InstrumentsKeywords/3660;;;;Kantele;;http://en.wikipedia.org/wiki/Kantele;
LEXICON_00003661;http://www.mimo-db.eu/InstrumentsKeywords/3661;;;;Kayagum;;http://en.wikipedia.org/wiki/Kayagum;A vérifier
LEXICON_00003662;http://www.mimo-db.eu/InstrumentsKeywords/3662;;;;Kesle;;;
LEXICON_00003663;http://www.mimo-db.eu/InstrumentsKeywords/3663;;;;Kinanda;;;
LEXICON_00003664;http://www.mimo-db.eu/InstrumentsKeywords/3664;;;;Kinnari vina;;;
LEXICON_00003665;http://www.mimo-db.eu/InstrumentsKeywords/3665;;;;Kisfejes citera;;;
LEXICON_00003666;http://www.mimo-db.eu/InstrumentsKeywords/3666;;;;Komun'go;"Geomungo;Komungo";http://en.wikipedia.org/wiki/Geomungo;
LEXICON_00003668;http://www.mimo-db.eu/InstrumentsKeywords/3668;;;;Koto;"Gakuso;Jushichigen;So;Takigoto;Tanso";http://en.wikipedia.org/wiki/Koto_(instrument);
LEXICON_00003673;http://www.mimo-db.eu/InstrumentsKeywords/3673;;;;Ligombo;;;
LEXICON_00003674;http://www.mimo-db.eu/InstrumentsKeywords/3674;;;;Mi-gyaung;Megyoung;http://en.wikipedia.org/wiki/Mi-gyaung;
LEXICON_00003676;http://www.mimo-db.eu/InstrumentsKeywords/3676;;;;Mvet;;http://en.wikipedia.org/wiki/Mvet;
LEXICON_00003677;http://www.mimo-db.eu/InstrumentsKeywords/3677;;;;Psaltery;;http://en.wikipedia.org/wiki/Psaltery;
LEXICON_00003678;http://www.mimo-db.eu/InstrumentsKeywords/3678;;;;Qanun;"K'anon;Kanonaki;Kanoon;Kanun;Kanuna;Qânon";http://en.wikipedia.org/wiki/Qanun_(instrument);
LEXICON_00003684;http://www.mimo-db.eu/InstrumentsKeywords/3684;;;;Qin;"Ch'in;Guqin;Kin;Ku-ch'in;Ku-tschchin";http://en.wikipedia.org/wiki/Guqin;
LEXICON_00003688;http://www.mimo-db.eu/InstrumentsKeywords/3688;;;;Raft zither;;;
LEXICON_00003689;http://www.mimo-db.eu/InstrumentsKeywords/3689;;;;Santur;Santour;http://en.wikipedia.org/wiki/Santur;
LEXICON_00003692;http://www.mimo-db.eu/InstrumentsKeywords/3692;;;;Se;Che;;
LEXICON_00003693;http://www.mimo-db.eu/InstrumentsKeywords/3693;;;;Shichigen-kin;;;
LEXICON_00003694;http://www.mimo-db.eu/InstrumentsKeywords/3694;;;;Siter;;http://en.wikipedia.org/wiki/Siter;
LEXICON_00003695;http://www.mimo-db.eu/InstrumentsKeywords/3695;;;;Surmandal;Svaramandala;http://en.wikipedia.org/wiki/Swarmandal;A vérifier
LEXICON_00003697;http://www.mimo-db.eu/InstrumentsKeywords/3697;;;;Takhe;Krapeu;http://en.wikipedia.org/wiki/Krapeu;A vérifier
LEXICON_00003699;http://www.mimo-db.eu/InstrumentsKeywords/3699;;;;Tonkori;;http://en.wikipedia.org/wiki/Tonkori;
LEXICON_00003700;http://www.mimo-db.eu/InstrumentsKeywords/3700;;;;Tube zither;;;
LEXICON_00003702;http://www.mimo-db.eu/InstrumentsKeywords/3702;;;;Tuntun;"Salterio;Ttunttun";http://en.wikipedia.org/wiki/Salterio;A vérifier
LEXICON_00003705;http://www.mimo-db.eu/InstrumentsKeywords/3705;;;;Tympanon;;;
LEXICON_00003706;http://www.mimo-db.eu/InstrumentsKeywords/3706;;;;Valiha;Marovany;http://en.wikipedia.org/wiki/Valiha;
LEXICON_00003708;http://www.mimo-db.eu/InstrumentsKeywords/3708;;;;Vina;Tritantri vina;;
LEXICON_00003710;http://www.mimo-db.eu/InstrumentsKeywords/3710;;;;Wagon;"Waggon;Yamato-goto";http://en.wikipedia.org/wiki/Yamatogoto;
LEXICON_00003712;http://www.mimo-db.eu/InstrumentsKeywords/3712;;;;Yanggum;Yanggeum;http://en.wikipedia.org/wiki/Yanggum;
LEXICON_00003713;http://www.mimo-db.eu/InstrumentsKeywords/3713;;;;Yangqin;"Tseng;Yang ch'in;Yang-kin;Yang-Tjin";http://en.wikipedia.org/wiki/Yangqin;
LEXICON_00003717;http://www.mimo-db.eu/InstrumentsKeywords/3717;;;;Yaqin;Ja kin'rh;;
LEXICON_00003719;http://www.mimo-db.eu/InstrumentsKeywords/3719;;;;Yomkwo;Riyom ko;;
LEXICON_00003721;http://www.mimo-db.eu/InstrumentsKeywords/3721;;;;Zeze;"Dzenzi;Tzetze";http://en.wikipedia.org/wiki/Zeze;
LEXICON_00003724;http://www.mimo-db.eu/InstrumentsKeywords/3724;;;;Zheng;"Che;Cheng;Dscheng;Guzheng;Tcheng;Tseng";http://en.wikipedia.org/wiki/Guzheng;A vérifier
LEXICON_00003729;http://www.mimo-db.eu/InstrumentsKeywords/3729;;;;Zither;;http://en.wikipedia.org/wiki/Zither;
LEXICON_00004784;http://www.mimo-db.eu/InstrumentsKeywords/4784;;;;Akkordolia;;http://en.wikipedia.org/wiki/Akkordolia;
LEXICON_00004785;http://www.mimo-db.eu/InstrumentsKeywords/4785;;;;Citera;Titera;;
LEXICON_00004786;http://www.mimo-db.eu/InstrumentsKeywords/4786;;;;Stick zither;;;
LEXICON_00004787;http://www.mimo-db.eu/InstrumentsKeywords/4787;;;;Guitar-zither;;http://en.wikipedia.org/wiki/Guitar_zither;
LEXICON_00004788;http://www.mimo-db.eu/InstrumentsKeywords/4788;;;;Harp-zither;Harfen-zither;;
LEXICON_00004789;http://www.mimo-db.eu/InstrumentsKeywords/4789;;;;Higheghe;;;
LEXICON_00004790;http://www.mimo-db.eu/InstrumentsKeywords/4790;;;;Hümmelke;;;
LEXICON_00004791;http://www.mimo-db.eu/InstrumentsKeywords/4791;;;;Kanklès;;http://en.wikipedia.org/wiki/Kankl%C4%97s;
LEXICON_00004792;http://www.mimo-db.eu/InstrumentsKeywords/4792;;;;Küsle;Gousli;http://en.wikipedia.org/wiki/Kusle;
LEXICON_00004793;http://www.mimo-db.eu/InstrumentsKeywords/4793;;;;Langeleg;;;
LEXICON_00004794;http://www.mimo-db.eu/InstrumentsKeywords/4794;;;;Langeleik;;http://en.wikipedia.org/wiki/Langeleik;
LEXICON_00004795;http://www.mimo-db.eu/InstrumentsKeywords/4795;;;;Langspil;;http://en.wikipedia.org/wiki/Langspil;
LEXICON_00004796;http://www.mimo-db.eu/InstrumentsKeywords/4796;;;;Mandolin-zither;;;
LEXICON_00004797;http://www.mimo-db.eu/InstrumentsKeywords/4797;;;;Psalmodikon;"Psalmodicon;Salmodicon";http://en.wikipedia.org/wiki/Psalmodikon;
LEXICON_00004798;http://www.mimo-db.eu/InstrumentsKeywords/4798;;;;Tambal;;http://en.wikipedia.org/wiki/Tambal;A vérifier
LEXICON_00004799;http://www.mimo-db.eu/InstrumentsKeywords/4799;;;;Türharfe;;;
LEXICON_00004800;http://www.mimo-db.eu/InstrumentsKeywords/4800;;;;Violin-zither;;;
LEXICON_00004873;http://www.mimo-db.eu/InstrumentsKeywords/4873;;;;Kairata vina;;;
LEXICON_00004879;http://www.mimo-db.eu/InstrumentsKeywords/4879;;;;Mahati vina;;;
LEXICON_00004893;http://www.mimo-db.eu/InstrumentsKeywords/4893;;;;Tuila;;;
LEXICON_00004942;http://www.mimo-db.eu/InstrumentsKeywords/4942;;;;Kolitong;;http://en.wikipedia.org/wiki/Kolitong;
LEXICON_00004943;http://www.mimo-db.eu/InstrumentsKeywords/4943;;;;Kucapi;;;
LEXICON_00004952;http://www.mimo-db.eu/InstrumentsKeywords/4952;;;;Phin;Phin nam tao;http://en.wikipedia.org/wiki/Phin;A vérifier
LEXICON_00004962;http://www.mimo-db.eu/InstrumentsKeywords/4962;;;;Sandouri;;http://en.wikipedia.org/wiki/Sandouri;A vérifier
LEXICON_00004988;http://www.mimo-db.eu/InstrumentsKeywords/4988;;;;Yazheng;Ya-zheng;http://en.wikipedia.org/wiki/Yazheng;
LEXICON_00004997;http://www.mimo-db.eu/InstrumentsKeywords/4997;;;;Go-kin;;;
LEXICON_00005002;http://www.mimo-db.eu/InstrumentsKeywords/5002;;;;Ichigen-kin;"Ichi gen kin;Ichigenkin";http://en.wikipedia.org/wiki/Ichigenkin;
LEXICON_00005003;http://www.mimo-db.eu/InstrumentsKeywords/5003;;;;Kakugnoto;;;
LEXICON_00005006;http://www.mimo-db.eu/InstrumentsKeywords/5006;;;;Nigenkin;;;
LEXICON_00005007;http://www.mimo-db.eu/InstrumentsKeywords/5007;;;;San gen kin;Sangenkin;;
LEXICON_00005015;http://www.mimo-db.eu/InstrumentsKeywords/5015;;;;Tsuma-koto;Tsuma koto;;
LEXICON_00005140;http://www.mimo-db.eu/InstrumentsKeywords/5140;;;;Ajaeng;;http://en.wikipedia.org/wiki/Ajaeng;
LEXICON_00005168;http://www.mimo-db.eu/InstrumentsKeywords/5168;;;;Celempung;Tjelepoung;;
LEXICON_00005169;http://www.mimo-db.eu/InstrumentsKeywords/5169;;;;Chakhe;;http://en.wikipedia.org/wiki/Chakhe;
LEXICON_00005213;http://www.mimo-db.eu/InstrumentsKeywords/5213;;;;Ghangli;;;
LEXICON_00005214;http://www.mimo-db.eu/InstrumentsKeywords/5214;;;;Gondang buluh;Gundang bulug;;
LEXICON_00005237;http://www.mimo-db.eu/InstrumentsKeywords/5237;;;;Jakdak-ulul;;;
LEXICON_00005261;http://www.mimo-db.eu/InstrumentsKeywords/5261;;;;Keteng-keteng;;;
LEXICON_00005262;http://www.mimo-db.eu/InstrumentsKeywords/5262;;;;Kita;;;
LEXICON_00005275;http://www.mimo-db.eu/InstrumentsKeywords/5275;;;;Kulliteng;;;
LEXICON_00005302;http://www.mimo-db.eu/InstrumentsKeywords/5302;;;;Nengnong;;;
LEXICON_00005320;http://www.mimo-db.eu/InstrumentsKeywords/5320;;;;Pagan;;;
LEXICON_00005373;http://www.mimo-db.eu/InstrumentsKeywords/5373;;;;Tambi;;;
LEXICON_00005374;http://www.mimo-db.eu/InstrumentsKeywords/5374;;;;Tanggetong;;;
LEXICON_00005453;http://www.mimo-db.eu/InstrumentsKeywords/5453;;;;Sluday;S'ludoy;;
LEXICON_00005455;http://www.mimo-db.eu/InstrumentsKeywords/5455;;;;Takumbo;Takumbe;http://en.wikipedia.org/wiki/Takumbo;
